ppm, BSLE010, BSLE046
-842.451,-0.2508,-0.1633
-842.3903,-0.2512,-0.1251
-842.3296,-0.2687,-0.0984
-842.269,-0.3082,-0.0837
-842.2083,-0.3625,-0.0727
-842.1477,-0.4184,-0.0576
-842.087,-0.4642,-0.0384
-842.0263,-0.496,-0.0227
-841.9657,-0.5163,-0.0181
-841.905,-0.5289,-0.024
-841.8443,-0.5336,-0.0288
-841.7837,-0.5259,-0.0171
-841.723,-0.5019,0.0197
-841.6624,-0.4639,0.0754
-841.6017,-0.4207,0.1306
-841.541,-0.3833,0.1635
-841.4804,-0.3564,0.1619
-841.4197,-0.3342,0.1304
-841.359,-0.303,0.0863
-841.2984,-0.25,0.049
-841.2377,-0.1733,0.0291
-841.1771,-0.0851,0.0231
-841.1164,-0.007,0.0183
-841.0557,0.0413,0.0007
-840.9951,0.0526,-0.0363
-840.9344,0.0359,-0.0892
-840.8737,0.0118,-0.1471
-840.8131,0.0007,-0.1961
-840.7524,0.0124,-0.2235
-840.6918,0.0407,-0.2201
-840.6311,0.0668,-0.1822
-840.5704,0.0693,-0.1125
-840.5098,0.0362,-0.0224
-840.4491,-0.0282,0.0697
-840.3884,-0.1036,0.1431
-840.3278,-0.1619,0.1825
-840.2671,-0.1801,0.1854
-840.2065,-0.1505,0.1636
-840.1458,-0.0841,0.138
-840.0851,-0.004,0.1283
-840.0245,0.066,0.1425
-839.9638,0.1121,0.1737
-839.9031,0.1355,0.2038
-839.8425,0.1469,0.214
-839.7818,0.1573,0.1949
-839.7212,0.1699,0.1511
-839.6605,0.179,0.0986
-839.5998,0.1754,0.0567
-839.5392,0.1547,0.0393
-839.4785,0.1217,0.0491
-839.4178,0.0875,0.078
-839.3572,0.0619,0.1121
-839.2965,0.0482,0.137
-839.2359,0.0421,0.1429
-839.1752,0.0382,0.1265
-839.1145,0.0367,0.0897
-839.0539,0.045,0.0385
-838.9932,0.073,-0.0192
-838.9325,0.1248,-0.0751
-838.8719,0.1935,-0.1224
-838.8112,0.2628,-0.1569
-838.7506,0.3152,-0.1785
-838.6899,0.341,-0.191
-838.6292,0.3413,-0.1996
-838.5686,0.3238,-0.208
-838.5079,0.2958,-0.2151
-838.4472,0.2595,-0.2153
-838.3866,0.2138,-0.201
-838.3259,0.16,-0.1688
-838.2653,0.1067,-0.1226
-838.2046,0.0674,-0.0737
-838.1439,0.0529,-0.0351
-838.0833,0.0631,-0.014
-838.0226,0.0862,-0.007
-837.9619,0.1058,-0.0016
-837.9013,0.1128,0.0162
-837.8406,0.1137,0.0514
-837.78,0.1277,0.0949
-837.7193,0.1753,0.1265
-837.6586,0.2637,0.1252
-837.598,0.3798,0.0815
-837.5373,0.4942,0.0035
-837.4766,0.5756,-0.0853
-837.416,0.6045,-0.1575
-837.3553,0.5814,-0.1939
-837.2947,0.5227,-0.1907
-837.234,0.4505,-0.1583
-837.1733,0.3822,-0.1147
-837.1127,0.3252,-0.0767
-837.052,0.2785,-0.055
-836.9913,0.2387,-0.0541
-836.9307,0.2038,-0.0744
-836.87,0.1741,-0.114
-836.8094,0.1494,-0.1691
-836.7487,0.1255,-0.2331
-836.688,0.0946,-0.2962
-836.6274,0.0481,-0.3481
-836.5667,-0.018,-0.3798
-836.506,-0.0997,-0.3859
-836.4454,-0.184,-0.3648
-836.3847,-0.254,-0.3172
-836.3241,-0.2946,-0.2463
-836.2634,-0.2985,-0.159
-836.2027,-0.2684,-0.0669
-836.1421,-0.2147,0.0137
-836.0814,-0.1499,0.0675
-836.0207,-0.0838,0.0859
-835.9601,-0.0205,0.0727
-835.8994,0.0396,0.0432
-835.8388,0.0953,0.0169
-835.7781,0.1424,0.0079
-835.7174,0.1735,0.0177
-835.6568,0.1826,0.0355
-835.5961,0.1699,0.0449
-835.5354,0.1432,0.0331
-835.4748,0.114,-0.0032
-835.4141,0.0907,-0.0573
-835.3535,0.0735,-0.1177
-835.2928,0.0545,-0.1737
-835.2321,0.0238,-0.2178
-835.1715,-0.0223,-0.2453
-835.1108,-0.0778,-0.2528
-835.0502,-0.13,-0.2378
-834.9895,-0.1675,-0.2007
-834.9288,-0.1867,-0.147
-834.8682,-0.1927,-0.087
-834.8075,-0.1926,-0.0326
-834.7468,-0.1885,0.008
-834.6862,-0.1739,0.0324
-834.6255,-0.1389,0.0428
-834.5649,-0.079,0.0421
-834.5042,-0.0024,0.029
-834.4435,0.0721,-0.0011
-834.3829,0.1246,-0.0529
-834.3222,0.1458,-0.1253
-834.2615,0.1419,-0.2082
-834.2009,0.1296,-0.2848
-834.1402,0.1248,-0.3381
-834.0796,0.1315,-0.3581
-834.0189,0.1402,-0.3445
-833.9582,0.1351,-0.306
-833.8976,0.1049,-0.2551
-833.8369,0.0501,-0.2023
-833.7762,-0.0178,-0.1538
-833.7156,-0.0839,-0.1121
-833.6549,-0.137,-0.078
-833.5943,-0.1728,-0.0534
-833.5336,-0.1911,-0.0409
-833.4729,-0.1915,-0.0427
-833.4123,-0.1716,-0.058
-833.3516,-0.1293,-0.0812
-833.2909,-0.0676,-0.1025
-833.2303,0.0039,-0.1102
-833.1696,0.0716,-0.095
-833.109,0.1233,-0.0539
-833.0483,0.1524,0.007
-832.9876,0.1584,0.0735
-832.927,0.1436,0.128
-832.8663,0.1107,0.1561
-832.8056,0.0619,0.1517
-832.745,0.0022,0.1185
-832.6843,-0.0585,0.0672
-832.6237,-0.107,0.0099
-832.563,-0.1324,-0.045
-832.5023,-0.1316,-0.0941
-832.4417,-0.1119,-0.137
-832.381,-0.0858,-0.1722
-832.3203,-0.0638,-0.1959
-832.2597,-0.0481,-0.2029
-832.199,-0.0326,-0.1896
-832.1384,-0.0094,-0.1572
-832.0777,0.0243,-0.112
-832.017,0.0623,-0.0626
-831.9564,0.0928,-0.0175
-831.8957,0.1046,0.0175
-831.835,0.0935,0.0387
-831.7744,0.063,0.0442
-831.7137,0.0221,0.0333
-831.6531,-0.0191,0.0082
-831.5924,-0.0515,-0.0258
-831.5317,-0.0665,-0.0607
-831.4711,-0.0569,-0.0896
-831.4104,-0.0195,-0.1101
-831.3497,0.0413,-0.1255
-831.2891,0.1112,-0.1421
-831.2284,0.1701,-0.1638
-831.1678,0.2009,-0.1882
-831.1071,0.1997,-0.2075
-831.0464,0.1776,-0.2137
-830.9858,0.1547,-0.2048
-830.9251,0.1467,-0.1882
-830.8644,0.1534,-0.1778
-830.8038,0.1578,-0.1865
-830.7431,0.1352,-0.2191
-830.6825,0.0688,-0.2699
-830.6218,-0.0396,-0.3261
-830.5611,-0.1691,-0.3742
-830.5005,-0.2903,-0.4052
-830.4398,-0.3793,-0.4162
-830.3791,-0.4265,-0.4085
-830.3185,-0.4371,-0.3855
-830.2578,-0.4238,-0.3511
-830.1972,-0.3983,-0.311
-830.1365,-0.367,-0.2723
-830.0758,-0.3315,-0.2423
-830.0152,-0.2916,-0.2247
-829.9545,-0.2474,-0.2179
-829.8938,-0.2001,-0.2154
-829.8332,-0.1498,-0.2105
-829.7725,-0.0959,-0.2006
-829.7119,-0.0379,-0.1886
-829.6512,0.0225,-0.1804
-829.5905,0.0812,-0.1796
-829.5299,0.1331,-0.185
-829.4692,0.174,-0.1913
-829.4085,0.2003,-0.194
-829.3479,0.2085,-0.1936
-829.2872,0.1949,-0.1942
-829.2266,0.1572,-0.2001
-829.1659,0.0991,-0.2096
-829.1052,0.0339,-0.215
-829.0446,-0.0181,-0.2067
-828.9839,-0.038,-0.1811
-828.9232,-0.0195,-0.1448
-828.8626,0.025,-0.1115
-828.8019,0.0682,-0.0933
-828.7413,0.0825,-0.0916
-828.6806,0.0555,-0.0959
-828.6199,-0.0028,-0.0899
-828.5593,-0.0658,-0.0641
-828.4986,-0.1076,-0.0236
-828.4379,-0.1183,0.0121
-828.3773,-0.1091,0.0202
-828.3166,-0.102,-0.0125
-828.256,-0.112,-0.0807
-828.1953,-0.1344,-0.1634
-828.1346,-0.1456,-0.2343
-828.074,-0.1174,-0.2753
-828.0133,-0.0352,-0.2839
-827.9526,0.0915,-0.2726
-827.892,0.2343,-0.2594
-827.8313,0.3606,-0.2574
-827.7707,0.4504,-0.2682
-827.71,0.502,-0.2818
-827.6493,0.5267,-0.2835
-827.5887,0.5367,-0.2626
-827.528,0.5348,-0.2197
-827.4673,0.5143,-0.1685
-827.4067,0.4661,-0.1308
-827.346,0.3877,-0.1274
-827.2854,0.2879,-0.1669
-827.2247,0.1827,-0.2404
-827.164,0.0886,-0.3228
-827.1034,0.0163,-0.3827
-827.0427,-0.031,-0.3951
-826.982,-0.0542,-0.3527
-826.9214,-0.0553,-0.2676
-826.8607,-0.0367,-0.1652
-826.8001,-0.0032,-0.0723
-826.7394,0.037,-0.0071
-826.6787,0.0729,0.0251
-826.6181,0.096,0.0294
-826.5574,0.1043,0.0152
-826.4967,0.103,-0.0084
-826.4361,0.1007,-0.0341
-826.3754,0.1037,-0.0566
-826.3148,0.1122,-0.0727
-826.2541,0.1219,-0.0832
-826.1934,0.1303,-0.0948
-826.1328,0.1415,-0.1186
-826.0721,0.1662,-0.164
-826.0114,0.2164,-0.2312
-825.9508,0.2965,-0.3079
-825.8901,0.398,-0.3732
-825.8295,0.5016,-0.4087
-825.7688,0.5852,-0.4088
-825.7081,0.6334,-0.3846
-825.6475,0.6425,-0.3571
-825.5868,0.6191,-0.344
-825.5261,0.5737,-0.3491
-825.4655,0.5136,-0.3609
-825.4048,0.4423,-0.3613
-825.3442,0.362,-0.3389
-825.2835,0.2795,-0.2964
-825.2228,0.2082,-0.2479
-825.1622,0.165,-0.2091
-825.1015,0.1619,-0.1864
-825.0408,0.1987,-0.1743
-824.9802,0.26,-0.1615
-824.9195,0.3206,-0.1404
-824.8589,0.3555,-0.1136
-824.7982,0.3508,-0.091
-824.7375,0.3087,-0.0809
-824.6769,0.2454,-0.0823
-824.6162,0.1819,-0.0834
-824.5555,0.1338,-0.0691
-824.4949,0.1046,-0.0321
-824.4342,0.0859,0.0205
-824.3736,0.0637,0.0698
-824.3129,0.0273,0.0944
-824.2522,-0.0245,0.0815
-824.1916,-0.0823,0.0329
-824.1309,-0.1315,-0.0364
-824.0702,-0.1606,-0.1059
-824.0096,-0.1671,-0.158
-823.9489,-0.158,-0.1831
-823.8883,-0.1456,-0.1804
-823.8276,-0.1403,-0.156
-823.7669,-0.1453,-0.1195
-823.7063,-0.156,-0.0808
-823.6456,-0.1648,-0.048
-823.5849,-0.1657,-0.025
-823.5243,-0.1582,-0.0107
-823.4636,-0.1458,-0.0011
-823.403,-0.1325,0.008
-823.3423,-0.1198,0.0168
-823.2816,-0.1066,0.0212
-823.221,-0.0924,0.0147
-823.1603,-0.0805,-0.0059
-823.0996,-0.0773,-0.0365
-823.039,-0.0881,-0.0661
-822.9783,-0.1117,-0.0831
-822.9177,-0.1382,-0.0824
-822.857,-0.1533,-0.0702
-822.7963,-0.1468,-0.0621
-822.7357,-0.1207,-0.0742
-822.675,-0.0891,-0.1135
-822.6143,-0.071,-0.1734
-822.5537,-0.0778,-0.2363
-822.493,-0.1048,-0.2834
-822.4324,-0.1323,-0.3046
-822.3717,-0.1369,-0.3033
-822.311,-0.1055,-0.2926
-822.2504,-0.0438,-0.2867
-822.1897,0.0263,-0.2925
-822.129,0.0798,-0.3069
-822.0684,0.1018,-0.3205
-822.0077,0.0947,-0.3263
-821.9471,0.0737,-0.3249
-821.8864,0.0554,-0.3254
-821.8257,0.0472,-0.3388
-821.7651,0.0446,-0.3702
-821.7044,0.0375,-0.4141
-821.6437,0.0196,-0.4565
-821.5831,-0.0057,-0.4821
-821.5224,-0.0272,-0.4838
-821.4618,-0.0349,-0.4666
-821.4011,-0.0271,-0.4451
-821.3404,-0.0127,-0.4355
-821.2798,-0.0064,-0.4465
-821.2191,-0.0192,-0.4752
-821.1585,-0.0531,-0.5097
-821.0978,-0.1011,-0.5363
-821.0371,-0.1525,-0.5464
-820.9765,-0.1991,-0.539
-820.9158,-0.2378,-0.518
-820.8551,-0.2696,-0.4868
-820.7945,-0.2954,-0.4457
-820.7338,-0.3142,-0.3933
-820.6732,-0.3237,-0.3314
-820.6125,-0.3226,-0.2687
-820.5518,-0.3117,-0.2205
-820.4912,-0.2922,-0.2021
-820.4305,-0.2632,-0.2202
-820.3698,-0.221,-0.2688
-820.3092,-0.1618,-0.3305
-820.2485,-0.0864,-0.3846
-820.1879,-0.004,-0.4166
-820.1272,0.0699,-0.4224
-820.0665,0.12,-0.4077
-820.0059,0.1399,-0.3821
-819.9452,0.1358,-0.3535
-819.8845,0.1233,-0.3266
-819.8239,0.1182,-0.3049
-819.7632,0.1274,-0.2945
-819.7026,0.1452,-0.3037
-819.6419,0.1582,-0.3401
-819.5812,0.1552,-0.4048
-819.5206,0.1349,-0.4893
-819.4599,0.1076,-0.5766
-819.3992,0.0887,-0.648
-819.3386,0.0884,-0.6892
-819.2779,0.1053,-0.6951
-819.2173,0.1255,-0.6698
-819.1566,0.1312,-0.6232
-819.0959,0.1101,-0.5679
-819.0353,0.0633,-0.516
-818.9746,0.005,-0.478
-818.9139,-0.0438,-0.4606
-818.8533,-0.0655,-0.4637
-818.7926,-0.0539,-0.4786
-818.732,-0.0171,-0.489
-818.6713,0.026,-0.4773
-818.6106,0.0538,-0.4332
-818.55,0.0504,-0.3607
-818.4893,0.0121,-0.2784
-818.4286,-0.0519,-0.2106
-818.368,-0.1237,-0.1753
-818.3073,-0.1848,-0.1739
-818.2467,-0.224,-0.1898
-818.186,-0.2418,-0.1981
-818.1253,-0.2495,-0.1797
-818.0647,-0.2621,-0.1327
-818.004,-0.29,-0.0741
-817.9433,-0.3323,-0.0306
-817.8827,-0.3765,-0.0242
-817.822,-0.4046,-0.0601
-817.7614,-0.4019,-0.1248
-817.7007,-0.3646,-0.194
-817.64,-0.3016,-0.2447
-817.5794,-0.2293,-0.2656
-817.5187,-0.1637,-0.2595
-817.458,-0.114,-0.237
-817.3974,-0.0808,-0.2086
-817.3367,-0.0601,-0.1786
-817.2761,-0.0497,-0.1462
-817.2154,-0.0527,-0.1106
-817.1547,-0.0751,-0.0761
-817.0941,-0.12,-0.052
-817.0334,-0.1806,-0.0475
-816.9727,-0.2393,-0.0653
-816.9121,-0.272,-0.0974
-816.8514,-0.2591,-0.1298
-816.7908,-0.1941,-0.1504
-816.7301,-0.0871,-0.1574
-816.6694,0.039,-0.1606
-816.6088,0.158,-0.1751
-816.5481,0.2495,-0.2109
-816.4874,0.303,-0.2655
-816.4268,0.3169,-0.3242
-816.3661,0.2949,-0.3688
-816.3055,0.2432,-0.3883
-816.2448,0.1704,-0.3837
-816.1841,0.0892,-0.365
-816.1235,0.0156,-0.3427
-816.0628,-0.0344,-0.3205
-816.0021,-0.0522,-0.2949
-815.9415,-0.04,-0.2626
-815.8808,-0.01,-0.2274
-815.8202,0.0221,-0.2033
-815.7595,0.0461,-0.2065
-815.6988,0.0615,-0.2447
-815.6382,0.074,-0.3094
-815.5775,0.088,-0.3786
-815.5168,0.1,-0.4289
-815.4562,0.0987,-0.4498
-815.3955,0.0733,-0.4487
-815.3349,0.0231,-0.4449
-815.2742,-0.038,-0.4555
-815.2135,-0.0878,-0.4828
-815.1529,-0.1096,-0.5134
-815.0922,-0.1035,-0.5282
-815.0315,-0.088,-0.5165
-814.9709,-0.0888,-0.4835
-814.9102,-0.1211,-0.4466
-814.8496,-0.1778,-0.4227
-814.7889,-0.2316,-0.4168
-814.7282,-0.2508,-0.42
-814.6676,-0.2186,-0.4171
-814.6069,-0.1442,-0.3991
-814.5462,-0.0583,-0.3699
-814.4856,0.0047,-0.3431
-814.4249,0.0262,-0.3317
-814.3643,0.0133,-0.3387
-814.3036,-0.007,-0.3555
-814.2429,-0.0038,-0.3688
-814.1823,0.0406,-0.3701
-814.1216,0.1228,-0.3601
-814.0609,0.2217,-0.345
-814.0003,0.3097,-0.3287
-813.9396,0.3652,-0.3074
-813.879,0.3783,-0.2724
-813.8183,0.3511,-0.2181
-813.7576,0.2936,-0.1499
-813.697,0.2195,-0.0847
-813.6363,0.1435,-0.0429
-813.5756,0.0791,-0.0371
-813.515,0.0363,-0.0647
-813.4543,0.0196,-0.1107
-813.3937,0.0264,-0.1564
-813.333,0.0487,-0.1895
-813.2723,0.077,-0.2087
-813.2117,0.104,-0.2196
-813.151,0.127,-0.2275
-813.0903,0.1477,-0.2326
-813.0297,0.1692,-0.2308
-812.969,0.1935,-0.2188
-812.9084,0.2201,-0.1989
-812.8477,0.2454,-0.1792
-812.787,0.2637,-0.1692
-812.7264,0.2674,-0.1736
-812.6657,0.249,-0.1895
-812.605,0.205,-0.2084
-812.5444,0.1393,-0.2205
-812.4837,0.0664,-0.219
-812.4231,0.0077,-0.2012
-812.3624,-0.0158,-0.1677
-812.3017,0.0052,-0.1211
-812.2411,0.0618,-0.0671
-812.1804,0.1297,-0.0152
-812.1197,0.1794,0.0216
-812.0591,0.1913,0.0317
-811.9984,0.1644,0.0105
-811.9378,0.1151,-0.0346
-811.8771,0.066,-0.0865
-811.8164,0.0327,-0.1263
-811.7558,0.0166,-0.1423
-811.6951,0.0077,-0.1371
-811.6344,-0.0054,-0.1247
-811.5738,-0.0261,-0.1224
-811.5131,-0.0471,-0.1409
-811.4525,-0.0571,-0.1789
-811.3918,-0.0494,-0.2254
-811.3311,-0.0279,-0.268
-811.2705,-0.0044,-0.3001
-811.2098,0.0092,-0.3231
-811.1491,0.0086,-0.3432
-811.0885,-0.0006,-0.3639
-811.0278,-0.008,-0.3824
-810.9672,-0.0047,-0.3901
-810.9065,0.0122,-0.3778
-810.8458,0.0418,-0.3427
-810.7852,0.0837,-0.2911
-810.7245,0.1411,-0.2363
-810.6638,0.2175,-0.1927
-810.6032,0.311,-0.1697
-810.5425,0.409,-0.1682
-810.4819,0.4899,-0.1822
-810.4212,0.5325,-0.203
-810.3605,0.5271,-0.2239
-810.2999,0.4816,-0.2425
-810.2392,0.4178,-0.2608
-810.1785,0.3601,-0.2814
-810.1179,0.3226,-0.3049
-810.0572,0.303,-0.3281
-809.9966,0.2864,-0.3447
-809.9359,0.2559,-0.3481
-809.8752,0.2026,-0.3349
-809.8146,0.1296,-0.307
-809.7539,0.0487,-0.2715
-809.6932,-0.0268,-0.2374
-809.6326,-0.0884,-0.2127
-809.5719,-0.1329,-0.2005
-809.5113,-0.1602,-0.1983
-809.4506,-0.1704,-0.2006
-809.3899,-0.1637,-0.2012
-809.3293,-0.1419,-0.1978
-809.2686,-0.111,-0.1928
-809.2079,-0.0793,-0.1931
-809.1473,-0.0537,-0.2065
-809.0866,-0.0352,-0.2382
-809.026,-0.0184,-0.2878
-808.9653,0.0045,-0.3478
-808.9046,0.0372,-0.4056
-808.844,0.0752,-0.4466
-808.7833,0.1075,-0.4585
-808.7226,0.1234,-0.4353
-808.662,0.12,-0.3786
-808.6013,0.1051,-0.2973
-808.5407,0.0928,-0.2049
-808.48,0.0951,-0.1166
-808.4193,0.115,-0.0459
-808.3587,0.1456,-0.0036
-808.298,0.1755,0.0037
-808.2373,0.1967,-0.0261
-808.1767,0.2092,-0.0898
-808.116,0.2185,-0.1788
-808.0554,0.2294,-0.2794
-807.9947,0.2391,-0.3758
-807.934,0.2375,-0.4532
-807.8734,0.2129,-0.5017
-807.8127,0.1615,-0.5175
-807.752,0.0925,-0.5026
-807.6914,0.0261,-0.4626
-807.6307,-0.0155,-0.4043
-807.5701,-0.0188,-0.3353
-807.5094,0.0139,-0.264
-807.4487,0.0667,-0.2001
-807.3881,0.117,-0.1531
-807.3274,0.1458,-0.1292
-807.2667,0.1445,-0.1282
-807.2061,0.1167,-0.1418
-807.1454,0.0747,-0.1558
-807.0848,0.0344,-0.1559
-807.0241,0.009,-0.1339
-806.9634,0.0055,-0.0914
-806.9028,0.0227,-0.0396
-806.8421,0.0519,0.0057
-806.7815,0.0807,0.0307
-806.7208,0.0973,0.0285
-806.6601,0.0956,0.0019
-806.5995,0.0774,-0.0396
-806.5388,0.0509,-0.0828
-806.4781,0.0262,-0.1158
-806.4175,0.0105,-0.1307
-806.3568,0.0052,-0.1254
-806.2962,0.0079,-0.1029
-806.2355,0.0158,-0.0696
-806.1748,0.028,-0.0336
-806.1142,0.0454,-0.0027
-806.0535,0.0677,0.0176
-805.9928,0.0906,0.0243
-805.9322,0.1067,0.0173
-805.8715,0.1091,-0.0011
-805.8109,0.096,-0.0267
-805.7502,0.0723,-0.0538
-805.6895,0.046,-0.0761
-805.6289,0.0225,-0.0874
-805.5682,0.0012,-0.0832
-805.5075,-0.023,-0.061
-805.4469,-0.0532,-0.0223
-805.3862,-0.0847,0.0277
-805.3256,-0.1044,0.0805
-805.2649,-0.0976,0.1246
-805.2042,-0.0572,0.1484
-805.1436,0.0102,0.1427
-805.0829,0.0865,0.1046
-805.0222,0.1504,0.0394
-804.9616,0.1877,-0.0385
-804.9009,0.195,-0.1094
-804.8403,0.177,-0.1545
-804.7796,0.1395,-0.1632
-804.7189,0.086,-0.1372
-804.6583,0.0193,-0.0897
-804.5976,-0.0525,-0.0399
-804.5369,-0.1128,-0.0048
-804.4763,-0.1402,0.0069
-804.4156,-0.1192,-0.0036
-804.355,-0.0506,-0.0283
-804.2943,0.0466,-0.0574
-804.2336,0.1432,-0.084
-804.173,0.2139,-0.1048
-804.1123,0.2485,-0.1189
-804.0516,0.252,-0.1264
-803.991,0.2361,-0.1278
-803.9303,0.2088,-0.1252
-803.8697,0.1697,-0.1222
-803.809,0.1151,-0.1236
-803.7483,0.0472,-0.1326
-803.6877,-0.0216,-0.1479
-803.627,-0.0728,-0.164
-803.5663,-0.0933,-0.1736
-803.5057,-0.0849,-0.1717
-803.445,-0.0637,-0.1581
-803.3844,-0.0498,-0.1373
-803.3237,-0.0533,-0.1151
-803.263,-0.0685,-0.0954
-803.2024,-0.0792,-0.0783
-803.1417,-0.0728,-0.0623
-803.081,-0.0516,-0.0467
-803.0204,-0.0322,-0.0345
-802.9597,-0.0335,-0.0314
-802.8991,-0.0621,-0.0435
-802.8384,-0.1049,-0.0737
-802.7777,-0.1364,-0.1204
-802.7171,-0.1349,-0.1774
-802.6564,-0.0969,-0.2361
-802.5957,-0.04,-0.2867
-802.5351,0.0083,-0.32
-802.4744,0.0272,-0.3277
-802.4138,0.0145,-0.3045
-802.3531,-0.0141,-0.2504
-802.2924,-0.0359,-0.172
-802.2318,-0.0357,-0.0824
-802.1711,-0.0123,0.0018
-802.1104,0.0237,0.0646
-802.0498,0.059,0.0955
-801.9891,0.0857,0.0919
-801.9285,0.1045,0.0589
-801.8678,0.1203,0.0078
-801.8071,0.1374,-0.0468
-801.7465,0.155,-0.0908
-801.6858,0.1677,-0.114
-801.6251,0.1687,-0.1137
-801.5645,0.1528,-0.0955
-801.5038,0.1187,-0.0712
-801.4432,0.0695,-0.0534
-801.3825,0.0125,-0.0488
-801.3218,-0.0427,-0.0547
-801.2612,-0.0869,-0.0608
-801.2005,-0.1156,-0.0551
-801.1398,-0.1324,-0.032
-801.0792,-0.1484,0.0038
-801.0185,-0.1776,0.0394
-800.9579,-0.2287,0.0605
-800.8972,-0.2993,0.0587
-800.8365,-0.3758,0.0339
-800.7759,-0.4396,-0.0081
-800.7152,-0.477,-0.0604
-800.6545,-0.4853,-0.1181
-800.5939,-0.4726,-0.1782
-800.5332,-0.4516,-0.2369
-800.4726,-0.432,-0.288
-800.4119,-0.4173,-0.3255
-800.3512,-0.4061,-0.3475
-800.2906,-0.3965,-0.3585
-800.2299,-0.3883,-0.3668
-800.1692,-0.3819,-0.3776
-800.1086,-0.374,-0.3875
-800.0479,-0.3569,-0.385
-799.9873,-0.3227,-0.3595
-799.9266,-0.2706,-0.3117
-799.8659,-0.2117,-0.2578
-799.8053,-0.1663,-0.2235
-799.7446,-0.1533,-0.2281
-799.6839,-0.1775,-0.2709
-799.6233,-0.2242,-0.3282
-799.5626,-0.2644,-0.3649
-799.502,-0.2702,-0.3552
-799.4413,-0.2298,-0.298
-799.3806,-0.1543,-0.218
-799.32,-0.0722,-0.1519
-799.2593,-0.0138,-0.1262
-799.1986,0.0027,-0.1428
-799.138,-0.0219,-0.1791
-799.0773,-0.0717,-0.2029
-799.0167,-0.1267,-0.1914
-798.956,-0.1723,-0.1435
-798.8953,-0.2034,-0.0789
-798.8347,-0.2229,-0.0259
-798.774,-0.2362,-0.0059
-798.7133,-0.2476,-0.0238
-798.6527,-0.2601,-0.0673
-798.592,-0.2764,-0.1143
-798.5314,-0.3001,-0.1434
-798.4707,-0.3345,-0.1429
-798.41,-0.3794,-0.1144
-798.3494,-0.4289,-0.0712
-798.2887,-0.4724,-0.0314
-798.228,-0.4974,-0.0095
-798.1674,-0.4947,-0.0084
-798.1067,-0.4628,-0.0177
-798.0461,-0.4084,-0.019
-797.9854,-0.3443,0.0026
-797.9247,-0.2836,0.0477
-797.8641,-0.2342,0.0992
-797.8034,-0.1953,0.1297
-797.7427,-0.1582,0.1166
-797.6821,-0.1115,0.0563
-797.6214,-0.0476,-0.0324
-797.5608,0.0309,-0.1178
-797.5001,0.1108,-0.1724
-797.4394,0.1731,-0.1875
-797.3788,0.2021,-0.1749
-797.3181,0.1925,-0.1564
-797.2574,0.1526,-0.1484
-797.1968,0.1002,-0.1519
-797.1361,0.0546,-0.1556
-797.0755,0.0292,-0.1468
-797.0148,0.0277,-0.1237
-796.9541,0.0459,-0.0984
-796.8935,0.0758,-0.0887
-796.8328,0.1086,-0.1061
-796.7721,0.137,-0.1476
-796.7115,0.1546,-0.1974
-796.6508,0.1568,-0.237
-796.5902,0.1424,-0.2551
-796.5295,0.1153,-0.2514
-796.4688,0.0843,-0.2332
-796.4082,0.0594,-0.2072
-796.3475,0.0461,-0.1756
-796.2868,0.0424,-0.1371
-796.2262,0.0395,-0.0918
-796.1655,0.0277,-0.0444
-796.1049,0.0033,-0.0025
-796.0442,-0.0285,0.0291
-795.9835,-0.0557,0.0517
-795.9229,-0.0664,0.0721
-795.8622,-0.0548,0.0956
-795.8015,-0.0227,0.1199
-795.7409,0.023,0.1339
-795.6802,0.075,0.1236
-795.6196,0.1279,0.0819
-795.5589,0.1767,0.0149
-795.4982,0.2145,-0.0596
-795.4376,0.2328,-0.1202
-795.3769,0.2256,-0.1525
-795.3162,0.1951,-0.1542
-795.2556,0.1542,-0.1343
-795.1949,0.1215,-0.1056
-795.1343,0.1117,-0.0783
-795.0736,0.1259,-0.0568
-795.0129,0.15,-0.0409
-794.9523,0.1631,-0.0294
-794.8916,0.1498,-0.0221
-794.8309,0.1106,-0.0196
-794.7703,0.0612,-0.0216
-794.7096,0.0219,-0.0263
-794.649,0.004,-0.0308
-794.5883,0.0022,-0.0322
-794.5276,-0.0018,-0.0286
-794.467,-0.0264,-0.0186
-794.4063,-0.0781,-0.0008
-794.3456,-0.1461,0.0257
-794.285,-0.2088,0.0597
-794.2243,-0.2467,0.0965
-794.1637,-0.2532,0.1283
-794.103,-0.2368,0.1473
-794.0423,-0.2145,0.1498
-793.9817,-0.2013,0.139
-793.921,-0.2023,0.1237
-793.8603,-0.2124,0.1146
-793.7997,-0.2213,0.12
-793.739,-0.2206,0.1432
-793.6784,-0.2072,0.1825
-793.6177,-0.183,0.2331
-793.557,-0.1523,0.2888
-793.4964,-0.1194,0.3417
-793.4357,-0.0885,0.3827
-793.375,-0.0636,0.4028
-793.3144,-0.0482,0.3959
-793.2537,-0.0426,0.3619
-793.1931,-0.042,0.3076
-793.1324,-0.0369,0.2435
-793.0717,-0.0167,0.1792
-793.0111,0.0236,0.1184
-792.9504,0.08,0.0591
-792.8898,0.1396,-0.0027
-792.8291,0.1865,-0.0676
-792.7684,0.2095,-0.1299
-792.7078,0.207,-0.18
-792.6471,0.1861,-0.2102
-792.5864,0.1574,-0.2197
-792.5258,0.1282,-0.2161
