,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
11,7.18,0,0.58,0.06,Artifact,Weak,,,40,3.45,0,0.73,0.35,Artifact,Weak,,,69,2.5,55.8,1.48,1075,Solvent,None,,,98,1.91,0.8,0.87,8.34,Compound,None,,,127,0.84,0.1,2.84,2.8,Compound,None,,
12,7.07,0.1,67.92,86.23,Compound,None,,,41,3.45,0.2,3.26,7.32,Artifact,Weak,,,70,2.5,84.3,1.5,1657.41,Solvent,None,,,99,1.75,0,1.47,0.41,Impurity,None,,,128,0.83,0,2.81,1,Compound,None,,
13,6.61,0,0.44,0.03,Artifact,Weak,,,42,3.44,0.2,2.12,4.87,Artifact,Weak,,,71,2.5,56.1,1.46,1051.8,Solvent,None,,,100,1.51,0,24.55,12.85,Compound,None,,,129,0.82,0.1,13.14,11.59,Compound,None,,
14,6.52,0.1,1.23,2.07,Compound,None,,,43,3.44,0,0.75,0.44,Artifact,Weak,,,72,2.49,22.9,1.33,370.62,Solvent,None,,,101,1.39,0,7.58,3.84,Compound,None,,,130,0.8,0,1.85,0.33,Compound,None,,
15,5.75,0,1.13,0.31,Impurity,None,,,44,3.42,0.2,3.71,11.46,Artifact,Weak,,,73,2.47,0,1.13,0.18,Artifact,Weak,,,102,1.37,0.1,10.77,6.99,Compound,None,,,131,0.79,0,1.34,0.42,Impurity,None,,
16,5.11,0,22.36,1.61,Artifact,Weak,,,45,3.42,0.1,2.87,3.31,Artifact,Weak,,,74,2.42,0,0.55,0.04,Artifact,Weak,,,103,1.35,0,2.45,0.67,Compound,None,,,132,0.78,0,1.52,0.43,Impurity,None,,
17,4.41,0,7.12,2.16,Compound,None,,,46,3.4,1.3,34.68,502.78,Artifact,Weak,,,75,2.36,0,8.3,0.89,Impurity,None,,,104,1.27,0,1.43,0.14,Impurity,Weak,,,133,0.78,0,1.13,0.12,Impurity,Weak,,
18,4.4,0,1.52,0.26,Compound,None,,,47,3.23,0,1.17,0.23,Artifact,Weak,,,76,2.34,0.1,1.27,1.98,Solvent,Weak + C13_Sat,,,105,1.26,0,1.01,0.09,Impurity,Weak,,,134,0.76,0,3.88,1.17,Compound,None,,
19,4.36,0,1.34,0.67,Compound,None,,,48,3.21,0,1.61,0.34,Artifact,Weak,,,77,2.33,0.3,1.51,6.18,Solvent,Weak + C13_Sat,,,106,1.24,0.3,8.13,29.14,Compound,None,,,135,0.74,0,2.27,0.66,Compound,None,,
20,4.35,0.1,1.34,1.48,Compound,None,,,49,3.2,0,1.2,0.25,Artifact,Weak,,,78,2.33,0.4,1.52,8.61,Solvent,Weak + C13_Sat,,,107,1.23,0.2,2.27,5.42,Compound,None,,,136,0.73,0,1.16,0.34,Impurity,None,,
21,4.34,0,1.51,0.83,Compound,None,,,50,3.19,0,1.92,0.45,Artifact,Weak,,,79,2.32,0.3,1.52,6.48,Solvent,Weak + C13_Sat,,,108,1.21,0,0.68,0.05,Artifact,Weak,,,137,0.71,0,3.24,0.56,Impurity,None,,
22,4.18,0,1.23,0.25,Impurity,None,,,51,3.17,0,1.08,0.44,Impurity,Weak,,,80,2.32,0.1,1.27,1.95,Solvent,Weak + C13_Sat,,,109,1.15,0,3.25,1.88,Compound,None,,,138,0.69,0,2.61,0.19,Artifact,Weak,,
23,4.09,0,0.59,0.05,Artifact,Weak,,,52,3.16,0,1.04,0.41,Impurity,Weak,,,81,2.3,0,3.54,1.15,Compound,None,,,110,1.12,0,0.76,0.09,Impurity,Weak,,,139,0.07,0,2.08,0.77,Impurity,None,,
24,4.04,0,3.3,1.68,Compound,None,,,53,3.14,0,0.86,0.07,Artifact,Weak,,,82,2.28,0,2.83,1.73,Compound,None,,,111,1.11,0.2,0.89,2.21,Compound,None,,,140,0.06,0,1.43,0.25,Impurity,Weak,,
25,3.78,0,1.23,0.1,Artifact,Weak,,,54,2.96,0,1.54,0.26,Compound,None,,,83,2.26,0,2.32,0.54,Compound,None,,,112,1.07,0.2,0.8,1.55,Compound,None,,,141,-0.08,0,0.73,0.06,Artifact,Weak,,
26,3.66,0,1.83,0.33,Impurity,None,,,55,2.96,0.1,1.69,1.25,Compound,None,,,84,2.21,0,5.33,0.36,Artifact,Weak,,,113,1.05,0.3,0.74,2.76,Compound,None,,,142,-1.62,0,0.73,0.05,Artifact,Weak,,
27,3.65,0,3.51,0.45,Impurity,None,,,56,2.95,0.1,1.73,1.9,Compound,None,,,85,2.2,0,16.01,3.29,Compound,None,,,114,1.04,1.4,2.81,44.6,Compound,None,,,,,,,,,,,
28,3.64,0,0.76,0.05,Artifact,Weak,,,57,2.95,0.1,1.77,1.35,Compound,None,,,86,2.18,0,1.79,0.4,Compound,None,,,115,1.04,0.2,7.43,20.6,Compound,None,,,,,,,,,,,
29,3.64,0,2.04,0.25,Impurity,Weak,,,58,2.94,0,1.14,0.23,Compound,Weak,,,87,2.16,0,1.5,0.15,Impurity,Weak,,,116,1.03,1.5,3.1,59.32,Compound,None,,,,,,,,,,,
