,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
11,7.22,0.4,2.84,15.52,Compound,None,,,38,3.5,0.1,4.57,5.56,Artifact,Weak,,,65,2.5,52.8,1.99,1291.06,Solvent,None,,,92,1.56,0,2.95,0.27,Compound,None,,,119,1.04,1.7,3.43,64.96,Compound,None,,
12,7.12,0,4.46,1.8,Compound,None,,,39,3.49,0.2,3.86,9.36,Artifact,Weak,,,66,2.49,19.1,1.61,305.21,Solvent,None,,,93,1.54,0,2.98,0.59,Compound,None,,,120,1.03,1.7,3.7,72.45,Compound,None,,
13,7.1,0.4,2.74,15.36,Compound,None,,,40,3.48,0.2,3.95,11.88,Artifact,Weak,,,67,2.45,0,1.79,0.13,Artifact,Weak,,,94,1.54,0,3.85,1.04,Compound,None,,,121,1.01,0.2,2.43,5.5,Compound,None,,
14,6.99,0,5.86,2.55,Compound,None,,,41,3.46,0.1,3.41,4.71,Artifact,Weak,,,68,2.34,0.1,1.44,1.4,Solvent,Weak + C13_Sat,,,95,1.52,0.1,5.6,6.49,Compound,None,,,122,1,0,1.68,0.6,Compound,None,,
15,6.97,0.4,2.76,14.77,Compound,None,,,42,3.44,0.3,4.37,12.93,Artifact,Weak,,,69,2.33,0.3,1.87,6.12,Solvent,Weak + C13_Sat,,,96,1.5,0.1,6.22,8.14,Compound,None,,,123,1,0.2,2.15,4.4,Compound,None,,
16,6.52,0.1,2.45,4.11,Compound,None,,,43,3.43,0,1.58,0.53,Artifact,Weak,,,70,2.33,0.4,2.11,11.63,Solvent,Weak + C13_Sat,,,97,1.49,0.1,3.7,2.5,Compound,None,,,124,0.99,0,1.03,0.07,Impurity,Weak,,
17,5.27,0,2.21,0.29,Compound,None,,,44,3.42,0.2,4.03,11.15,Artifact,Weak,,,71,2.32,0.3,1.99,6.86,Solvent,Weak + C13_Sat,,,98,1.46,0,4.93,1.21,Compound,None,,,125,0.87,0.1,8.4,7.35,Compound,None,,
18,5.26,0,4.92,1.8,Compound,None,,,45,3.42,0.2,3.31,7.29,Artifact,Weak,,,72,2.32,0.1,1.56,1.81,Solvent,Weak + C13_Sat,,,99,1.43,0.2,4.18,8.62,Compound,None,,,126,0.86,0.1,2.07,2.16,Compound,None,,
19,5.22,0,2.03,0.21,Impurity,Weak,,,46,3.41,0.1,2.61,3.79,Artifact,Weak,,,73,2.3,0,4.11,1.16,Compound,None,,,100,1.42,0.1,3.91,3.48,Compound,None,,,127,0.85,0,2.17,0.59,Compound,None,,
20,5.1,0,32.73,4.61,Compound,None,,,47,3.4,0.1,2.88,4.91,Artifact,Weak,,,74,2.29,0.1,4.67,3.6,Compound,None,,,101,1.4,0,3.62,1.21,Compound,None,,,128,0.84,0,4.52,3.16,Compound,None,,
21,5.09,0,2.49,0.28,Compound,Weak,,,48,3.24,0,2.18,0.27,Artifact,Weak,,,75,2.27,0,21.04,1.83,Compound,None,,,102,1.38,0.2,3.97,11.88,Compound,None,,,129,0.82,0,30.74,11.75,Compound,None,,
22,4.78,0,0.77,0.05,Artifact,Weak,,,49,3.23,0,2.31,0.76,Artifact,Weak,,,76,2.27,0,4.08,1.49,Compound,None,,,103,1.34,0,3.19,0.45,Compound,None,,,130,0.81,0,4.62,1.03,Compound,None,,
23,4.41,0,7.25,2.18,Compound,None,,,50,3.21,0,3.34,1.44,Artifact,Weak,,,77,2.23,0.1,2.43,1.68,Compound,None,,,104,1.33,0,1.5,0.17,Compound,Weak,,,131,0.07,0,2.21,1.05,Compound,None,,
24,4.4,0,3.97,0.48,Compound,None,,,51,3.2,0,1.72,0.39,Artifact,Weak,,,78,2.21,0.1,2.08,2.95,Compound,None,,,105,1.32,0,3.16,1.12,Compound,None,,,,,,,,,,,
25,4.13,0,6.49,0.37,Artifact,Weak,,,52,3.2,0,2.59,0.47,Artifact,Weak,,,79,2.19,0.1,1.96,1.33,Compound,None,,,106,1.31,0,1.12,0.1,Artifact,Weak,,,,,,,,,,,
26,3.83,0,7.48,0.74,Artifact,Weak,,,53,3.19,0,2,0.39,Artifact,Weak,,,80,2.18,0,11.09,3.29,Compound,None,,,107,1.3,0,3.55,1.47,Compound,None,,,,,,,,,,,
27,3.75,0,2.87,0.3,Compound,None,,,54,2.77,0,16.76,7.77,Compound,None,,,81,2.14,0,11.49,3.09,Compound,None,,,108,1.28,0.1,5.83,4.98,Compound,None,,,,,,,,,,,
